8.9445e-05,1,1,1,-0.0158287,0.0279145,-0.00366867,3.04749,2.91626,1.5055,0,0,0,-0.306122,0.306122,0,-0.0124899,-0.0287774,1.14985,0.565275
0.000195001,1,1,1,-0.0158287,0.0279145,-0.00366867,3.04749,2.91626,1.5055,0,0,0,-0.306122,0.306122,0,-0.0124899,-0.0287774,1.14985,0.565275
0.0502744,1,1,1,-0.0148495,0.0276947,-0.00310591,3.04455,2.91692,1.50466,0,0,0,-0.306122,0.306122,0,-0.0122969,-0.0287186,1.14988,0.564812
0.10028,1,1,1,-0.0131118,0.0272914,-0.00199424,3.03934,2.91813,1.50299,0,0,0,-0.306122,0.306122,0,-0.0124957,-0.0288821,1.14997,0.564316
0.150271,1,1,1,-0.0122933,0.0272713,-0.00149941,3.03688,2.91819,1.50225,0,0,0,-0.306122,0.306122,0,-0.0124541,-0.0288823,1.15015,0.564741
0.200276,1,1,1,-0.0113696,0.0271046,-0.000804395,3.03411,2.91869,1.50121,0,0,0,-0.306122,0.306122,0,-0.0124389,-0.0288448,1.15027,0.564539
0.250571,1,1,1,-0.0100491,0.0263131,-7.11161e-06,3.03015,2.92106,1.50001,0,0,0,-0.306122,0.306122,0,-0.0122071,-0.0291904,1.15017,0.564406
0.302203,1,1,1,-0.00944062,0.0260847,0.000214425,3.02832,2.92175,1.49968,0,0,0,-0.306122,0.306122,0,-0.0121662,-0.0291315,1.15013,0.564823
0.352221,1,1,1,-0.00819063,0.0255939,0.000706708,3.02457,2.92322,1.49894,0,0,0,-0.306122,0.306122,0,-0.0120181,-0.0291793,1.15023,0.564578
0.400275,1,1,1,-0.0077056,0.0255953,0.00072388,3.02312,2.92321,1.49891,0,0,0,-0.306122,0.306122,0,-0.0120687,-0.0292884,1.15018,0.564932
0.450271,1,1,1,-0.00701787,0.0250284,0.000892641,3.02105,2.92491,1.49866,0,0,0,-0.306122,0.306122,0,-0.0119967,-0.0293342,1.15014,0.564807
0.500271,1,1,1,-0.00602262,0.0247112,0.000843163,3.01807,2.92587,1.49874,0,0,0,-0.306122,0.306122,0,-0.0121407,-0.0292866,1.15021,0.564974
